,Terminal DateTime,TranType,From/To,Amt Req'd,Fee Req'd,Amt Disp.,Fee Amt.,Term  Seq.,Response,Issuer,Current Balance,Customer_id
2009,04/27/21 12:05:07,W/D,DDA,$200,$3.00,$200,$3.00,2511.0,EMV,PUL,"$4,980.00",6921785726713257624
2010,07/13/20 16:52:22,W/D,DDA,$100,$3.00,$100,$3.00,648.0,Liable,PUL,$40.00,7153195435530621939
2011,02/05/21 08:00:52,W/D,SAV,$200,$3.00,$200,$3.00,1857.0,EMV,PLS,$40.00,4070611481993900424
2012,03/08/21 20:26:33,W/D,SAV,$100,$3.00,$100,$3.00,2033.0,EMV,AFD,$40.00,7783943307963391332
2013,03/08/21 20:27:53,W/D,CRD,$40,$0.00,$,$0.00,2034.0,NOT PERM,AFD,$40.00,7783943307963391332
2014,03/09/21 00:11:29,W/D,SAV,$40,$0.00,$,$0.00,2035.0,ROUTEERR,   ,$40.00,5595165952315293755
2015,03/31/21 21:59:44,W/D,DDA,$200,$3.00,$200,$3.00,2236.0,EMV,SNE,$40.00,8059157907586232574
2016,04/19/21 18:30:01,W/D,DDA,$100,$3.00,$100,$3.00,2468.0,EMV,PLS,$40.00,3041864323038578142
2017,04/19/21 23:33:36,INQ,DDA,$0,$0.00,$0,$0.00,2469.0,Approved,MS0,$40.00,5133366949641532579
2018,06/01/21 20:36:41,W/D,DDA,$200,$3.00,$200,$3.00,2799.0,Approved,PLS,$40.00,4968065508133194789
2019,06/01/21 23:37:13,INQ,DDA,$0,$0.00,$0,$0.00,2800.0,Approved,PLS,$40.00,4968065508133194789
2020,07/11/21 14:38:00,W/D,DDA,$80,$3.00,$80,$3.00,3182.0,EMV,PLS,$40.00,4990884886760664825
2021,08/27/20 19:33:59,W/D,DDA,$200,$3.00,$200,$3.00,883.0,Liable,CI0,$400.00,6151147783377518261
2022,03/20/21 20:15:48,W/D,DDA,$60,$3.00,$60,$3.00,2148.0,EMV,PUL,$400.00,3739054828288455233
2023,03/21/21 00:38:05,INQ,DDA,$,$0.00,$,$0.00,2149.0,Approved,MS0,$400.00,6373308484145292835
2024,03/21/21 00:39:32,INQ,DDA,$,$0.00,$,$0.00,2150.0,Approved,PUL,$400.00,3646232809999973304
2025,03/21/21 00:41:24,INQ,DDA,$,$0.00,$,$0.00,2151.0,Approved,MS0,$400.00,6373308484145292835
2026,03/21/21 00:42:49,W/D,DDA,$80,$0.00,$,$0.00,2152.0,NSF,PUL,$400.00,3646232809999973304
2027,03/31/21 15:08:09,W/D,DDA,$120,$3.00,$120,$3.00,2234.0,EMV,PLS,$400.00,377853048822817137
2028,10/19/20 01:54:02,W/D,DDA,$200,$3.00,$200,$3.00,1150.0,EMV,PLS,$420.00,957245367142505530
2029,11/17/20 14:48:47,W/D,SAV,$100,$3.00,$100,$3.00,1335.0,Approved,SNE,$420.00,1079720515450814901
2030,06/30/21 18:31:25,W/D,DDA,$200,$3.00,$200,$3.00,3065.0,EMV,PUL,$420.00,1672407142536526502
2031,07/11/20 18:07:43,W/D,DDA,$60,$3.00,$60,$3.00,640.0,Liable,PLS,$440.00,205731913440628333
2032,11/27/20 02:53:58,W/D,DDA,$200,$3.00,$200,$3.00,1401.0,EMV,CI0,$440.00,4532608635126611108
2033,04/06/21 19:26:01,W/D,DDA,$200,$3.00,$200,$3.00,2299.0,EMV,SNE,$440.00,2260187126662554378
2034,04/07/21 01:20:32,INQ,DDA,$,$0.00,$,$0.00,2300.0,Approved,MS0,$440.00,2505922281796450347
2035,04/13/21 12:16:06,W/D,DDA,$40,$3.00,$40,$3.00,2385.0,EMV,PUL,$440.00,2253717849722325592
2036,04/19/21 16:41:04,W/D,DDA,$100,$3.00,$100,$3.00,2464.0,EMV,SNE,$440.00,7792250053274689539
2037,04/19/21 17:06:45,INQ,DDA,$0,$0.00,$0,$0.00,2465.0,Approved,VNT,$440.00,1729085162463013942
2038,06/01/21 20:31:36,W/D,DDA,$200,$3.00,$200,$3.00,2797.0,EMV,VNT,$440.00,1354686528437966650
2039,09/30/20 11:51:23,W/D,DDA,$60,$3.00,$60,$3.00,1047.0,EMV,EXC,$460.00,1565673975091822459
2040,11/05/20 17:09:29,W/D,DDA,$200,$3.00,$200,$3.00,1245.0,EMV,PUL,$460.00,6435842386123361161
2041,11/05/20 17:10:16,INQ,DDA,$,$0.00,$,$0.00,1246.0,Approved,PUL,$460.00,6435842386123361161
2042,11/06/20 04:02:49,W/D,DDA,$200,$0.00,$,$0.00,1247.0,EXC WD L,PLS,$460.00,6673428759419854725
2043,01/14/21 10:03:00,W/D,DDA,$200,$3.00,$200,$3.00,1703.0,Approved,PUL,$460.00,6249821154484832026
2044,03/20/21 18:13:02,W/D,DDA,$200,$3.00,$200,$3.00,2143.0,Approved,PUL,$460.00,7003115162260689319
2045,03/20/21 19:49:54,INQ,DDA,$,$0.00,$,$0.00,2144.0,Approved,MS0,$460.00,9033628238455692395
2046,03/20/21 19:50:34,INQ,DDA,$,$0.00,$,$0.00,2145.0,Approved,MS0,$460.00,9033628238455692395
2047,03/20/21 19:51:20,W/D,DDA,$20,$0.00,$,$0.00,2146.0,UNKNOWN,MS0,$460.00,9033628238455692395
2048,03/20/21 19:52:30,W/D,CRD,$20,$0.00,$,$0.00,2147.0,UNKNOWN,MS0,$460.00,9033628238455692395
2049,05/06/21 00:57:07,W/D,DDA,$100,$3.00,$100,$3.00,2584.0,Approved,PUL,$460.00,7200565139711130396
2050,05/06/21 12:02:35,INQ,DDA,$0,$0.00,$0,$0.00,2588.0,Approved,STR,$460.00,8526846320405487138
2051,05/06/21 13:34:24,W/D,DDA,$20,$0.00,$0,$0.00,2589.0,NSF,PLS,$460.00,6904724386993151194
2052,09/10/20 14:17:49,W/D,DDA,$80,$3.00,$80,$3.00,950.0,Approved,PLS,$480.00,4380468458668362960
2053,12/07/20 14:36:56,W/D,CRD,$60,$3.00,$60,$3.00,1481.0,EMV,PLS,$480.00,7932280326139793801
2054,04/13/21 09:25:25,W/D,DDA,$180,$3.00,$180,$3.00,2384.0,EMV,PLS,$480.00,3041864323038578142
2055,07/09/21 23:26:30,W/D,DDA,$80,$3.00,$80,$3.00,3175.0,EMV,PUL,$480.00,6786779488122397547
2056,07/10/21 14:08:30,W/D,DDA,$200,$0.00,$0,$0.00,3177.0,NSF,PUL,$480.00,1497912860171747447
2057,07/17/20 17:16:22,W/D,SAV,$100,$3.00,$100,$3.00,662.0,Liable,PLS,"$5,020.00",1027826797719489650
2058,01/04/21 16:16:52,INQ,DDA,$,$0.00,$,$0.00,1645.0,Approved,PUL,"$5,020.00",5690331985515365533
2059,01/04/21 17:47:59,W/D,DDA,$100,$0.00,$,$0.00,1646.0,INCORREC,PUL,"$5,020.00",3781374233943336904
2060,02/06/21 12:58:16,W/D,DDA,$80,$3.00,$80,$3.00,1863.0,EMV,MS0,"$5,020.00",1385295725921402239
2061,02/06/21 16:47:36,INQ,DDA,$,$0.00,$,$0.00,1864.0,INCORREC,PUL,"$5,020.00",8094140518928116965
2062,02/06/21 16:48:40,INQ,DDA,$,$0.00,$,$0.00,1865.0,INCORREC,PUL,"$5,020.00",8094140518928116965
2063,02/06/21 16:49:26,INQ,DDA,$,$0.00,$,$0.00,1866.0,Approved,PUL,"$5,020.00",8094140518928116965
2064,03/10/21 14:12:42,W/D,DDA,$20,$3.00,$20,$3.00,2037.0,EMV,PUL,"$5,020.00",151749854163953457
2065,06/03/21 08:54:28,W/D,DDA,$180,$3.00,$180,$3.00,2817.0,EMV,PLS,"$5,020.00",3198048075106216964
2066,08/28/20 17:38:01,W/D,DDA,$100,$3.00,$100,$3.00,887.0,Liable,EXC,"$5,040.00",930166820050030894
2067,11/06/20 18:37:32,W/D,DDA,$20,$3.00,$20,$3.00,1253.0,EMV,MS0,"$5,040.00",179214826053678178
2068,01/17/21 13:35:56,W/D,DDA,$100,$3.00,$100,$3.00,1720.0,EMV,PLS,"$5,040.00",454177927047122014
2069,01/17/21 13:39:11,INQ,DDA,$,$0.00,$,$0.00,1721.0,INCORREC,PLS,"$5,040.00",4690406428543881801
2070,03/25/21 04:08:38,W/D,DDA,$200,$3.00,$200,$3.00,2182.0,EMV,AFR,"$5,040.00",6904807094660509534
2071,09/11/20 23:18:36,W/D,DDA,$160,$3.00,$160,$3.00,957.0,Liable,MS0,"$5,060.00",5185466688160406768
2072,10/01/20 17:33:18,W/D,DDA,$100,$3.00,$100,$3.00,1061.0,EMV,PLS,"$5,060.00",266959144381456145
2073,11/19/20 13:03:33,W/D,DDA,$200,$3.00,$200,$3.00,1343.0,EMV,PUL,"$5,060.00",9096233184991563616
2074,11/19/20 13:59:36,INQ,DDA,$,$0.00,$,$0.00,1344.0,Approved,MS0,"$5,060.00",675549229448692191
2075,01/28/21 12:26:56,W/D,DDA,$40,$3.00,$40,$3.00,1788.0,Approved,PUL,"$5,060.00",6249821154484832026
2076,01/28/21 13:07:05,INQ,DDA,$,$0.00,$,$0.00,1789.0,Approved,MS0,"$5,060.00",3782410945651369099
2077,01/28/21 13:07:50,INQ,SAV,$,$0.00,$,$0.00,1790.0,Approved,MS0,"$5,060.00",3782410945651369099
2078,04/07/21 20:22:57,W/D,DDA,$140,$3.00,$140,$3.00,2315.0,EMV,MS0,"$5,060.00",4191663777944424198
2079,04/13/21 18:48:31,W/D,DDA,$60,$3.00,$60,$3.00,2398.0,EMV,PLS,"$5,060.00",7031000234269970952
2080,04/13/21 20:19:36,INQ,DDA,$0,$0.00,$0,$0.00,2399.0,Approved,SNE,"$5,060.00",535872168877771444
2081,06/14/21 17:21:24,W/D,SAV,$200,$3.00,$200,$3.00,2901.0,EMV,EXC,"$5,060.00",4263965165988899612
2082,12/24/20 07:57:49,W/D,DDA,$140,$3.00,$140,$3.00,1562.0,EMV,CI0,"$5,080.00",6151147783377518261
2083,12/24/20 12:16:59,INQ,DDA,$,$0.00,$,$0.00,1563.0,Approved,CI0,"$5,080.00",6151147783377518261
2084,12/24/20 12:17:33,INQ,DDA,$,$0.00,$,$0.00,1564.0,Approved,CI0,"$5,080.00",6151147783377518261
2085,04/01/21 19:36:01,W/D,CRD,$40,$3.00,$40,$3.00,2243.0,EMV,MS0,"$5,080.00",4201145367423238117
2086,10/22/20 18:02:56,W/D,DDA,$80,$3.00,$80,$3.00,1161.0,Approved,PUL,"$5,100.00",945384404010707044
2087,11/28/20 11:48:38,W/D,DDA,$40,$3.00,$40,$3.00,1405.0,EMV,PLS,"$5,100.00",1840979882855907973
2088,11/28/20 19:23:21,INQ,DDA,$,$0.00,$,$0.00,1406.0,Approved,PLS,"$5,100.00",963182425484163076
2089,01/28/21 11:13:37,W/D,DDA,$20,$3.00,$20,$3.00,1787.0,EMV,PLS,"$5,100.00",7003676125719994291
2090,02/06/21 12:55:54,W/D,DDA,$40,$3.00,$40,$3.00,1862.0,EMV,PUL,"$5,100.00",7315706900205045665
2091,02/22/21 23:51:03,W/D,DDA,$200,$3.00,$200,$3.00,1959.0,EMV,PUL,"$5,100.00",9048226873534007821
2092,02/23/21 04:19:24,INQ,DDA,$,$0.00,$,$0.00,1960.0,Approved,VNT,"$5,100.00",8677203674721963166
2093,02/23/21 04:19:56,INQ,DDA,$,$0.00,$,$0.00,1961.0,Approved,VNT,"$5,100.00",8677203674721963166
2094,05/28/21 17:14:45,W/D,DDA,$200,$3.00,$200,$3.00,2757.0,EMV,VNT,"$5,100.00",2393389972979995912
2095,07/27/21 18:37:12,W/D,DDA,$200,$3.00,$200,$3.00,3335.0,EMV,PLS,"$5,100.00",3077830944040344950
2096,07/27/21 21:00:07,INQ,DDA,$0,$0.00,$0,$0.00,3336.0,Approved,CI0,"$5,100.00",4877978210795739041
2097,07/28/21 12:33:04,INQ,DDA,$0,$0.00,$0,$0.00,3337.0,Approved,PLS,"$5,100.00",1233863332506025338
2098,07/17/20 17:10:40,W/D,SAV,$100,$3.00,$100,$3.00,661.0,Liable,EXC,"$5,120.00",6436455950567515163
2099,07/31/20 13:58:58,W/D,DDA,$100,$3.00,$100,$3.00,748.0,Liable,STR,"$5,120.00",4313955214646479813
2100,01/28/21 01:42:32,W/D,DDA,$200,$3.00,$200,$3.00,1785.0,Approved,PLS,"$5,120.00",160650214417948639
2101,01/28/21 07:35:00,W/D,DDA,$40,$0.00,$,$0.00,1786.0,NSF,PUL,"$5,120.00",6249821154484832026
2102,04/01/21 19:14:51,W/D,DDA,$200,$3.00,$200,$3.00,2241.0,EMV,SNE,"$5,120.00",8170054693396994233
2103,04/01/21 19:34:47,INQ,CRD,$,$0.00,$,$0.00,2242.0,Approved,MS0,"$5,120.00",4201145367423238117
2104,04/13/21 18:22:05,W/D,DDA,$20,$3.00,$20,$3.00,2394.0,EMV,PUL,"$5,120.00",6041089551372097977
2105,04/13/21 18:42:40,INQ,CRD,$0,$0.00,$0,$0.00,2395.0,Approved,PLS,"$5,120.00",7031000234269970952
2106,04/13/21 18:43:51,W/D,CRD,$100,$0.00,$0,$0.00,2396.0,NSF,PLS,"$5,120.00",7031000234269970952
2107,04/13/21 18:45:13,W/D,DDA,$80,$0.00,$0,$0.00,2397.0,NSF,PLS,"$5,120.00",7031000234269970952
2108,08/28/20 17:20:06,W/D,DDA,$40,$3.00,$40,$3.00,886.0,Approved,MS0,"$5,140.00",5160764800030931563
2109,11/28/20 03:35:39,W/D,DDA,$200,$3.00,$200,$3.00,1404.0,EMV,PLS,"$5,140.00",3828116832358891156
2110,01/16/21 20:05:14,W/D,DDA,$200,$3.00,$200,$3.00,1719.0,Approved,PLS,"$5,140.00",4690406428543881801
2111,02/06/21 09:01:19,W/D,DDA,$40,$3.00,$40,$3.00,1861.0,EMV,MS0,"$5,140.00",2505922281796450347
2112,04/13/21 15:01:57,W/D,DDA,$20,$0.00,$0,$0.00,2392.0,NSF,VNT,"$5,140.00",4293108493869776023
2113,04/13/21 18:10:46,W/D,DDA,$20,$0.00,$0,$0.00,2393.0,NSF,PUL,"$5,140.00",6041089551372097977
2114,06/21/21 00:40:45,W/D,DDA,$200,$3.00,$200,$3.00,2971.0,EMV,PLS,"$5,140.00",7228668250133881651
2115,10/01/20 17:10:17,W/D,SAV,$60,$3.00,$60,$3.00,1060.0,EMV,MS0,"$5,160.00",4523892867690063603
2116,05/12/21 07:21:40,W/D,DDA,$20,$3.00,$20,$3.00,2638.0,EMV,PUL,"$5,160.00",4963047668897089254
2117,07/04/21 03:52:39,W/D,DDA,$200,$3.00,$200,$3.00,3102.0,Approved,PUL,"$5,160.00",1497912860171747447
2118,07/14/21 20:43:34,W/D,DDA,$200,$3.00,$200,$3.00,3221.0,EMV,PUL,"$5,160.00",9048226873534007821
2119,07/14/21 22:54:43,INQ,DDA,$0,$0.00,$0,$0.00,3223.0,Approved,MS0,"$5,160.00",2862423623712734369
2120,10/22/20 18:02:07,W/D,DDA,$200,$3.00,$200,$3.00,1160.0,Approved,PUL,"$5,180.00",945384404010707044
2121,02/05/21 15:31:25,W/D,DDA,$60,$3.00,$60,$3.00,1860.0,EMV,PLS,"$5,180.00",8939855175874044750
2122,04/26/21 19:14:51,W/D,DDA,$40,$3.00,$40,$3.00,2509.0,EMV,PUL,"$5,180.00",8975345626428671243
2123,04/27/21 01:23:17,W/D,DDA,$20,$0.00,$0,$0.00,2510.0,NSF,WAE,"$5,180.00",7293883474787652693
2124,05/11/21 23:42:34,W/D,DDA,$120,$3.00,$120,$3.00,2630.0,EMV,PLS,"$5,180.00",377853048822817137
2125,05/12/21 00:47:44,W/D,DDA,$100,$0.00,$0,$0.00,2631.0,STOLEN C,EXC,"$5,180.00",6425895048633121273
2126,05/12/21 00:48:41,W/D,CRD,$200,$0.00,$0,$0.00,2632.0,STOLEN C,EXC,"$5,180.00",6425895048633121273
2127,05/12/21 00:50:29,INQ,DDA,$0,$0.00,$0,$0.00,2633.0,Approved,WAE,"$5,180.00",8940455394333345151
2128,05/12/21 00:50:59,INQ,SAV,$0,$0.00,$0,$0.00,2634.0,Approved,WAE,"$5,180.00",8940455394333345151
2129,05/12/21 00:51:51,INQ,DDA,$0,$0.00,$0,$0.00,2635.0,Approved,WAE,"$5,180.00",8940455394333345151
2130,05/12/21 07:18:37,W/D,DDA,$20,$0.00,$0,$0.00,2636.0,DO NOT H,SHZ,"$5,180.00",3743099966539516265
2131,05/12/21 07:19:42,W/D,DDA,$20,$0.00,$0,$0.00,2637.0,DO NOT H,SHZ,"$5,180.00",3743099966539516265
2132,04/07/21 15:38:17,INQ,DDA,$,$0.00,$,$0.00,2308.0,Approved,NYC,"$5,200.00",4167967237188774096
2133,04/07/21 20:20:05,INQ,DDA,$,$0.00,$,$0.00,2313.0,Approved,MS0,"$5,200.00",4191663777944424198
2134,04/07/21 20:20:48,INQ,DDA,$,$0.00,$,$0.00,2314.0,Approved,MS0,"$5,200.00",4191663777944424198
2135,06/03/21 04:53:13,W/D,DDA,$200,$3.00,$200,$3.00,2816.0,EMV,MS0,"$5,200.00",4191663777944424198
2136,07/17/20 17:09:46,W/D,DDA,$100,$3.00,$100,$3.00,660.0,Liable,EXC,"$5,220.00",2126014387198249789
2137,07/31/20 13:58:13,W/D,DDA,$200,$3.00,$200,$3.00,747.0,Liable,STR,"$5,220.00",4313955214646479813
2138,09/11/20 15:41:22,W/D,DDA,$80,$3.00,$80,$3.00,956.0,Approved,PLS,"$5,220.00",4380468458668362960
2139,10/01/20 13:14:46,W/D,DDA,$200,$3.00,$200,$3.00,1059.0,EMV,MS0,"$5,220.00",2614981004342438213
2140,12/22/20 22:42:53,W/D,DDA,$140,$3.00,$140,$3.00,1552.0,EMV,CI0,"$5,220.00",6151147783377518261
2141,12/23/20 14:24:49,INQ,DDA,$,$0.00,$,$0.00,1553.0,INCORREC,PLS,"$5,220.00",4690406428543881801
2142,12/23/20 22:39:29,INQ,DDA,$,$0.00,$,$0.00,1554.0,DO NOT H,CI0,"$5,220.00",1418936947926468375
2143,12/24/20 02:39:13,INQ,DDA,$,$0.00,$,$0.00,1555.0,INCORREC,PUL,"$5,220.00",826028039275299919
2144,12/24/20 02:40:18,INQ,DDA,$,$0.00,$,$0.00,1556.0,Approved,PUL,"$5,220.00",826028039275299919
2145,12/24/20 02:41:10,W/D,DDA,$40,$0.00,$,$0.00,1557.0,INCORREC,PUL,"$5,220.00",826028039275299919
2146,12/24/20 02:41:44,INQ,DDA,$,$0.00,$,$0.00,1558.0,Approved,PUL,"$5,220.00",826028039275299919
2147,12/24/20 02:42:33,W/D,DDA,$40,$0.00,$,$0.00,1559.0,NSF,PUL,"$5,220.00",826028039275299919
2148,12/24/20 07:55:39,INQ,DDA,$,$0.00,$,$0.00,1560.0,Approved,CI0,"$5,220.00",6151147783377518261
2149,12/24/20 07:56:50,INQ,DDA,$,$0.00,$,$0.00,1561.0,Approved,CI0,"$5,220.00",6151147783377518261
2150,04/26/21 07:33:52,W/D,DDA,$100,$3.00,$100,$3.00,2508.0,EMV,MS0,"$5,220.00",3187606172919100028
2151,02/05/21 14:27:05,INQ,DDA,$,$0.00,$,$0.00,1859.0,Approved,NYC,"$5,240.00",4167967237188774096
2152,03/24/21 21:59:43,W/D,DDA,$140,$3.00,$140,$3.00,2179.0,EMV,MS0,"$5,240.00",6808578253252112024
2153,11/18/20 16:05:12,W/D,DDA,$40,$3.00,$40,$3.00,1338.0,EMV,MS0,"$5,260.00",1805847080702008898
2154,11/19/20 05:10:17,W/D,DDA,$80,$0.00,$,$0.00,1339.0,NSF,PLS,"$5,260.00",7621157508383109594
2155,11/19/20 05:11:43,XFER,SAV-DDA,$500,$0.00,$,$0.00,1340.0,Approved,PLS,"$5,260.00",7621157508383109594
2156,11/19/20 05:12:36,W/D,DDA,$100,$0.00,$,$0.00,1341.0,DO NOT H,PLS,"$5,260.00",7621157508383109594
2157,11/19/20 05:14:21,INQ,DDA,$,$0.00,$,$0.00,1342.0,DO NOT H,PLS,"$5,260.00",7621157508383109594
2158,06/14/21 11:07:44,W/D,DDA,$200,$3.00,$200,$3.00,2899.0,Approved,CI0,"$5,260.00",2628314885148147830
2159,06/14/21 17:20:01,INQ,SAV,$0,$0.00,$0,$0.00,2900.0,Approved,CI0,"$5,260.00",4263965165988899612
2160,09/11/20 12:13:39,W/D,DDA,$200,$3.00,$200,$3.00,953.0,Approved,MS0,"$5,300.00",167576873613633047
2161,09/11/20 15:39:35,W/D,DDA,$100,$0.00,$,$0.00,954.0,NSF,PLS,"$5,300.00",4380468458668362960
2162,09/11/20 15:40:29,INQ,DDA,$,$0.00,$,$0.00,955.0,Approved,PLS,"$5,300.00",4380468458668362960
2163,02/22/21 19:45:53,W/D,DDA,$200,$3.00,$200,$3.00,1958.0,EMV,MS0,"$5,300.00",675549229448692191
2164,05/10/21 21:24:41,W/D,DDA,$100,$3.00,$100,$3.00,2626.0,EMV,EXC,"$5,300.00",8394132332936795553
2165,05/11/21 18:12:42,W/D,DDA,$200,$0.00,$0,$0.00,2627.0,STOLEN C,MS0,"$5,300.00",3935813324782468363
2166,05/11/21 18:13:41,INQ,DDA,$0,$0.00,$0,$0.00,2628.0,STOLEN C,MS0,"$5,300.00",3935813324782468363
2167,05/11/21 18:14:50,INQ,DDA,$0,$0.00,$0,$0.00,2629.0,STOLEN C,MS0,"$5,300.00",3935813324782468363
2168,05/28/21 15:11:14,W/D,DDA,$140,$3.00,$140,$3.00,2755.0,EMV,VNT,"$5,300.00",2393389972979995912
2169,05/28/21 17:10:12,W/D,DDA,$200,$0.00,$0,$0.00,2756.0,NSF,VNT,"$5,300.00",2393389972979995912
2170,07/26/21 15:53:35,W/D,DDA,$200,$3.00,$200,$3.00,3334.0,Approved,PUL,"$5,300.00",2243605954567755646
2171,07/17/20 15:27:20,W/D,DDA,$200,$3.00,$200,$3.00,659.0,Approved,MS0,"$5,320.00",5160764800030931563
2172,01/27/21 16:20:27,INQ,DDA,$,$0.00,$,$0.00,1779.0,Approved,MS0,"$5,320.00",2838380562721967235
2173,01/27/21 16:21:52,INQ,DDA,$,$0.00,$,$0.00,1780.0,Approved,MS0,"$5,320.00",2838380562721967235
2174,01/27/21 18:13:16,W/D,CRD,$100,$0.00,$,$0.00,1781.0,FN UNSUP,NYC,"$5,320.00",2838380562721967235
2175,01/27/21 18:14:04,W/D,DDA,$100,$0.00,$,$0.00,1782.0,NSF,NYC,"$5,320.00",2838380562721967235
2176,01/27/21 18:17:09,W/D,DDA,$60,$0.00,$,$0.00,1783.0,NSF,PUL,"$5,320.00",4156227183146568491
2177,01/28/21 01:41:34,INQ,DDA,$,$0.00,$,$0.00,1784.0,Approved,PLS,"$5,320.00",160650214417948639
2178,04/01/21 17:30:37,W/D,DDA,$20,$3.00,$20,$3.00,2239.0,EMV,PLS,"$5,320.00",811898039270221070
2179,04/01/21 19:14:01,INQ,DDA,$,$0.00,$,$0.00,2240.0,Approved,SNE,"$5,320.00",8170054693396994233
2180,04/26/21 02:13:01,W/D,DDA,$40,$3.00,$40,$3.00,2507.0,Approved,PUL,"$5,320.00",2170087134616019330
2181,11/27/20 23:30:07,W/D,CRD,$40,$3.00,$40,$3.00,1403.0,EMV,PLS,"$5,340.00",7932280326139793801
2182,01/16/21 18:53:06,W/D,DDA,$100,$3.00,$100,$3.00,1718.0,EMV,NYC,"$5,340.00",5194156355211722673
2183,04/01/21 13:19:02,W/D,DDA,$200,$3.00,$200,$3.00,2238.0,EMV,SNE,"$5,340.00",8059157907586232574
2184,06/20/21 21:43:14,W/D,SAV,$80,$3.00,$80,$3.00,2970.0,EMV,MS0,"$5,340.00",1261681707745940989
2185,12/21/20 17:32:51,W/D,DDA,$160,$3.00,$160,$3.00,1550.0,EMV,CI0,"$5,360.00",6151147783377518261
2186,12/22/20 22:42:10,INQ,DDA,$,$0.00,$,$0.00,1551.0,Approved,CI0,"$5,360.00",6151147783377518261
2187,04/26/21 00:24:33,W/D,DDA,$140,$3.00,$140,$3.00,2506.0,Approved,PUL,"$5,360.00",1497912860171747447
2188,07/04/21 03:51:39,W/D,DDA,$200,$3.00,$200,$3.00,3101.0,Approved,PUL,"$5,360.00",1497912860171747447
2189,07/14/21 18:20:10,W/D,DDA,$60,$3.00,$60,$3.00,3220.0,Approved,SNE,"$5,360.00",2907464032268054835
2190,10/22/20 08:05:23,W/D,DDA,$200,$3.00,$200,$3.00,1159.0,Approved,MS0,"$5,380.00",5160764800030931563
2191,11/27/20 23:03:40,W/D,DDA,$20,$3.00,$20,$3.00,1402.0,EMV,PLS,"$5,380.00",7969761445566189131
2192,03/24/21 05:03:42,W/D,DDA,$100,$3.00,$100,$3.00,2170.0,Approved,PUL,"$5,380.00",4965162925925895596
2193,03/24/21 20:32:29,W/D,DDA,$20,$0.00,$,$0.00,2171.0,NSF,PUL,"$5,380.00",3492350341431574309
2194,03/24/21 20:34:33,W/D,DDA,$20,$0.00,$,$0.00,2172.0,UNKNOWN,PUL,"$5,380.00",2493171621365002438
2195,03/24/21 20:36:05,W/D,SAV,$20,$0.00,$,$0.00,2173.0,UNKNOWN,PUL,"$5,380.00",2493171621365002438
2196,03/24/21 20:37:51,W/D,DDA,$20,$0.00,$,$0.00,2174.0,NSF,PUL,"$5,380.00",493995486716622770
2197,03/24/21 20:39:07,W/D,SAV,$20,$0.00,$,$0.00,2175.0,NSF,PUL,"$5,380.00",3492350341431574309
2198,03/24/21 20:56:15,INQ,CRD,$,$0.00,$,$0.00,2176.0,NOT PERM,PLS,"$5,380.00",4354221248547283187
2199,03/24/21 20:57:24,INQ,DDA,$,$0.00,$,$0.00,2177.0,Approved,PLS,"$5,380.00",4354221248547283187
2200,03/24/21 21:57:46,INQ,DDA,$,$0.00,$,$0.00,2178.0,Approved,MS0,"$5,380.00",6808578253252112024
2201,05/10/21 20:26:25,W/D,DDA,$200,$3.00,$200,$3.00,2625.0,EMV,PLS,"$5,400.00",4377752479643224046
2202,06/03/21 04:50:20,W/D,DDA,$200,$3.00,$200,$3.00,2815.0,EMV,MS0,"$5,400.00",4191663777944424198
2203,10/01/20 12:04:20,W/D,DDA,$40,$3.00,$40,$3.00,1056.0,EMV,PLS,"$5,420.00",3339139792008161956
2204,10/01/20 12:09:02,W/D,DDA,$100,$0.00,$,$0.00,1057.0,INCORREC,MS0,"$5,420.00",2614981004342438213
2205,10/01/20 13:13:57,INQ,DDA,$,$0.00,$,$0.00,1058.0,Approved,MS0,"$5,420.00",2614981004342438213
2206,06/20/21 16:29:45,W/D,DDA,$80,$3.00,$80,$3.00,2969.0,Approved,PUL,"$5,420.00",2988278862680034478
2207,07/14/21 14:44:31,W/D,DDA,$200,$3.00,$200,$3.00,3219.0,EMV,CI0,"$5,420.00",1162447714625270221
2208,01/16/21 13:40:44,W/D,DDA,$160,$3.00,$160,$3.00,1715.0,Approved,PUL,"$5,440.00",3089077022286451620
2209,01/16/21 14:59:20,INQ,DDA,$,$0.00,$,$0.00,1716.0,Approved,MS0,"$5,440.00",1594323046269589376
2210,01/16/21 15:05:23,INQ,DDA,$,$0.00,$,$0.00,1717.0,Approved,MS0,"$5,440.00",6280611592046527987
2211,05/28/21 06:24:11,W/D,DDA,$100,$3.00,$100,$3.00,2754.0,Approved,PUL,"$5,440.00",2054378529163460012
2212,10/01/20 09:56:46,W/D,DDA,$100,$3.00,$100,$3.00,1055.0,EMV,MS0,"$5,460.00",5069201099865414484
2213,06/14/21 08:48:58,W/D,DDA,$200,$3.00,$200,$3.00,2897.0,EMV,NYC,"$5,460.00",2190576247428207105
2214,06/14/21 11:06:28,INQ,DDA,$0,$0.00,$0,$0.00,2898.0,Approved,CI0,"$5,460.00",2628314885148147830
2215,03/23/21 03:18:24,W/D,DDA,$60,$3.00,$60,$3.00,2169.0,EMV,PUL,"$5,480.00",3739054828288455233
